timestep,n_updates,ep_rew_mean,ep_len_mean,policy_loss,value_loss,entropy_loss,explained_variance,clip_fraction,approx_kl,fps
942080,2290,0.0,0.0,-0.00534966,0.113158,-2.851401,0.682891,0.083276,0.00716286,0
946176,2300,0.0,0.0,-0.00599379,0.119249,-2.863765,0.707208,0.078784,0.00723879,0
950272,2310,0.0,0.0,-0.00593837,0.122767,-2.872419,0.699703,0.084424,0.00855556,0
954368,2320,0.0,0.0,-0.00689548,0.100021,-2.86225,0.750751,0.08103,0.00854865,0
958464,2330,0.0,0.0,-0.00331676,0.143381,-2.86021,0.719103,0.06189,0.00575182,0
962560,2340,0.0,0.0,-0.00681537,0.204616,-2.874273,0.717123,0.077222,0.00864904,0
966656,2350,0.0,0.0,-0.00412575,0.140914,-2.865516,0.557063,0.072095,0.00792529,0
970752,2360,0.0,0.0,-0.00675088,0.121506,-2.866322,0.568485,0.085767,0.00777911,0
974848,2370,0.0,0.0,-0.00747747,0.105121,-2.847239,0.718811,0.087109,0.00799093,0
978944,2380,0.0,0.0,-0.00729131,0.121232,-2.840452,0.703745,0.103442,0.00939278,0
983040,2390,0.0,0.0,-0.00666442,0.084267,-2.83775,0.675706,0.09541,0.00960615,0
987136,2400,0.0,0.0,-0.00609678,0.097541,-2.847393,0.652975,0.077393,0.00816811,0
991232,2410,0.0,0.0,-0.00773539,0.107749,-2.862589,0.712825,0.084326,0.00938759,0
995328,2420,0.0,0.0,-0.00601954,0.076849,-2.861141,0.749847,0.093726,0.00795938,0
999424,2430,0.0,0.0,-0.00607315,0.082608,-2.855818,0.780696,0.08103,0.0081985,0
1003520,2440,0.0,0.0,-0.00371175,0.199172,-2.864073,0.56313,0.08562,0.00820017,0
