==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen.csv
  Metrics log  → /workspace/training_metrics_nitrogen.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
   1716    274146   166   +4.603    1674      7     26  -0.0649  -1.0000  -0.5182  +1.0000
   1717    274298   152   +2.884    1692     18     20  -0.1036  -1.0000  -0.7602  +1.0000
   1718    274462   164   +6.675    2118     14     21  +0.0249  -1.0000  +0.4628  +1.0000
   1719    274621   159   +3.464    1061     14     32  -0.1425  -1.0000  -1.0000  +0.9441
   1720    274784   163   +3.783    1232     10     20  -0.1161  -1.0000  -1.0000  +1.0000
   1721    274945   161   +4.068    1602     10     30  -0.1101  -1.0000  -0.9251  +1.0000
   1722    275102   157   +4.840    1562      9     48  -0.0654  -1.0000  -0.4682  +1.0000
   1723    275266   164   +4.587    1539     10     48  -0.0621  -1.0000  -0.4186  +1.0000
   1724    275418   152   +5.928    2098     10     32  -0.0260  -1.0000  -0.0788  +1.0000
   1725    275579   161   +5.848    1262     14     16  -0.0539  -1.0000  -0.3238  +1.0000
   1726    275735   156   +2.945    1390      8     44  -0.1171  -1.0000  -1.0000  +1.0000
   1727    275896   161   +6.455    2278     10     58  -0.0170  -1.0000  +0.0438  +1.0000
   1728    276066   170   +6.947    2144      8     17  +0.0326  -1.0000  +0.4528  +1.0000
   1729    276230   164   +6.697    2613     18     40  -0.0543  -1.0000  -0.2446  +1.0000
   1730    276388   158   +3.935    1991     16     25  -0.0753  -1.0000  -0.4957  +1.0000
   1731    276546   158   +4.551    1945     10     20  -0.0544  -1.0000  -0.3780  +1.0000
   1732    276709   163   +0.644     753     12     18  -0.2729  -1.0000  -1.0000  +0.5604
   1733    276873   164   +5.136    1592      7     34  -0.0520  -1.0000  -0.3766  +1.0000
   1734    277037   164   +4.876    1226      6     83  -0.1188  -1.0000  -1.0000  +1.0000
   1735    277199   162   +4.614    2094     13     75  -0.0868  -1.0000  -0.5936  +1.0000
   1736    277354   155   +4.093    1175      7     10  -0.0740  -1.0000  -0.6265  +1.0000
   1737    277514   160   +5.582    1696      5     80  -0.0820  -1.0000  -0.6546  +1.0000
   1738    277677   163   +4.336    2140     14     20  -0.0765  -1.0000  -0.5435  +1.0000
   1739    277836   159   +3.919    1132      9     32  -0.0974  -1.0000  -0.8101  +1.0000
   1740    277991   155   +5.270    3209     33     40  -0.0001  -1.0000  +0.5055  +1.0000
   1741    278154   163   +5.126    1563      9     63  -0.1204  -1.0000  -1.0000  +1.0000
   1742    278313   159   +5.429    1595      3     79  -0.1135  -1.0000  -0.9936  +1.0000
   1743    278472   159   +4.063    2099     10     58  -0.0831  -1.0000  -0.6177  +1.0000
   1744    278635   163   +4.959    2378     16     18  -0.0478  -1.0000  -0.2328  +1.0000
   1745    278800   165   +4.118    1400      4     48  -0.1091  -1.0000  -0.9746  +1.0000
   1746    278963   163   +4.407    1128     12     13  -0.1002  -1.0000  -0.8128  +1.0000
   1747    279131   168   +4.012    1215      4     58  -0.1126  -1.0000  -1.0000  +1.0000
   1748    279289   158   +4.728    1142      1    119  -0.1161  -1.0000  -1.0000  +1.0000
   1749    279450   161   +3.151    1084      6     23  -0.1004  -1.0000  -0.8986  +1.0000
   1750    279604   154   +3.716    1250     10     41  -0.1192  -1.0000  -1.0000  +1.0000
   1751    279769   165   +3.888    1094      3     41  -0.1089  -1.0000  -1.0000  +1.0000
   1752    279927   158   +3.408    1644     15     26  -0.0934  -1.0000  -0.6886  +1.0000
   1753    280086   159   +6.085    1546      5     59  -0.0933  -1.0000  -0.7898  +1.0000
   1754    280241   155   +3.467    1770     16     20  -0.0965  -1.0000  -0.7178  +1.0000
   1755    280395   154   +4.621     806      3     42  -0.1090  -1.0000  -1.0000  +1.0000
   1756    280562   167   +5.453    2193     10     37  -0.0338  -1.0000  -0.1505  +1.0000
   1757    280726   164   +4.821    1147      4     42  -0.1112  -1.0000  -1.0000  +1.0000
   1758    280883   157   +3.210     756      2     46  -0.1087  -1.0000  -1.0000  +1.0000
   1759    281048   165   +6.105    1353      2     90  -0.1141  -1.0000  -1.0000  +1.0000
   1760    281205   157   +3.560    2149     26     45  -0.0889  -1.0000  -0.4768  +1.0000
   1761    281369   164   +4.486    1184      3     66  -0.1123  -1.0000  -1.0000  +1.0000
   1762    281521   152   +4.187    2898     23     12  +0.0036  -1.0000  +0.3690  +1.0000
   1763    281686   165   +4.047     983      2     56  -0.1101  -1.0000  -1.0000  +1.0000
   1764    281853   167   +4.887     890      2     54  -0.1088  -1.0000  -1.0000  +1.0000
   1765    282007   154   +8.067    2131     11     43  +0.0163  -1.0000  +0.3732  +1.0000
   1766    282168   161   +4.476    2306     23     35  -0.0345  -1.0000  +0.0179  +1.0000
   1767    282328   160   +2.106     693     10     23  -0.2192  -1.0000  -1.0000  +0.7077
   1768    282485   157   +3.776    1421      7     46  -0.0919  -1.0000  -0.7691  +1.0000
   1769    282645   160   +5.032    1446      3     49  -0.0714  -1.0000  -0.6086  +1.0000
   1770    282811   166   +4.372    1170      6     40  -0.1127  -1.0000  -1.0000  +1.0000
   1771    282969   158   +4.290    1051      3     49  -0.1097  -1.0000  -1.0000  +1.0000
   1772    283131   162   +5.273    1934     14     16  +0.0049  -1.0000  +0.2704  +1.0000
   1773    283295   164   +3.850    1099      3     65  -0.1114  -1.0000  -1.0000  +1.0000
   1774    283457   162   +3.580    2229     17     18  -0.0537  -1.0000  -0.2751  +1.0000
   1775    283619   162   +7.049    2629     10     72  +0.0003  -1.0000  +0.2296  +1.0000
   1776    283770   151   +5.078    1295      4    109  -0.1186  -1.0000  -1.0000  +1.0000
   1777    283932   162   +5.016    1469      5     55  -0.0732  -1.0000  -0.5919  +1.0000
   1778    284092   160   +4.353    1527     14     57  -0.1060  -1.0000  -0.8006  +1.0000
   1779    284250   158   +5.448    1701      9     60  -0.0942  -1.0000  -0.7480  +1.0000
   1780    284409   159   +5.644    3150     30     28  +0.0125  -1.0000  +0.5731  +1.0000
   1781    284572   163   +5.960    1729      5     41  -0.0968  -1.0000  -0.8506  +1.0000
   1782    284730   158   +6.361    2444      8     58  -0.0289  -1.0000  -0.1033  +1.0000
   1783    284891   161   +3.276    1003      1     36  -0.1059  -1.0000  -1.0000  +1.0000
   1784    285046   155   +4.207    1246      7     98  -0.1115  -1.0000  -0.8948  +1.0000
   1785    285209   163   +5.612    2414     16     29  -0.0448  -1.0000  -0.1940  +1.0000
   1786    285369   160   +4.497    1493      7     31  -0.0742  -1.0000  -0.6009  +1.0000
   1787    285533   164   +5.401     986      3     94  -0.1161  -1.0000  -1.0000  +1.0000
   1788    285702   169   +5.067    1593     10     13  -0.0300  -1.0000  -0.1429  +1.0000
   1789    285864   162   +4.548    1457      7     41  -0.1097  -1.0000  -0.9496  +1.0000
   1790    286027   163   +4.077    1294      8     66  -0.1192  -1.0000  -1.0000  +1.0000
   1791    286187   160   +3.918    1913     12     54  -0.1108  -1.0000  -0.8806  +1.0000
   1792    286349   162   +5.161    2012     10     25  -0.0360  -1.0000  -0.1936  +1.0000
   1793    286509   160   +5.178    1794      8     85  -0.0643  -1.0000  -0.4335  +1.0000
   1794    286674   165   +4.640    1472      6     74  -0.1108  -1.0000  -0.9350  +1.0000
   1795    286834   160   +4.652    2386     12     35  -0.0634  -1.0000  -0.4189  +1.0000
   1796    286999   165   +5.711    1395      3     56  -0.0856  -1.0000  -0.7404  +1.0000
   1797    287160   161   +5.131    1848     14     63  -0.0940  -1.0000  -0.6735  +1.0000
   1798    287320   160   +4.033    1427     12     25  -0.0761  -1.0000  -0.5652  +1.0000
   1799    287485   165   +4.764    2131     15     42  -0.0789  -1.0000  -0.5278  +1.0000
   1800    287645   160   +4.243    1682     16     28  -0.1016  -1.0000  -0.7612  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+4.687  yield=1665 kg/ha  N=10  W=46 mm  R_seas=-0.0812  R_ane=+0.9921

   1801    287805   160   +3.298    1968     19     23  -0.0971  -1.0000  -0.6788  +1.0000
   1802    287962   157   +5.255    3310     22     31  -0.0078  -1.0000  +0.2696  +1.0000
   1803    288127   165   +5.066     611      5     63  -0.1140  -1.0000  -1.0000  +1.0000
   1804    288286   159   +4.872    2456     19     33  -0.0713  -1.0000  -0.4033  +1.0000
   1805    288441   155   +4.963    1732     11     52  -0.0772  -1.0000  -0.5601  +1.0000
   1806    288603   162   +5.472    1452      8     55  -0.0733  -1.0000  -0.5583  +1.0000
   1807    288760   157   +4.770    1384     11     58  -0.1066  -1.0000  -0.8389  +1.0000
   1808    288913   153   +5.866    2526     13     74  -0.0115  -1.0000  +0.1527  +1.0000
   1809    289073   160   +4.284    2284     13     43  -0.0737  -1.0000  -0.5018  +1.0000
   1810    289233   160   +4.734    1478      5     55  -0.1049  -1.0000  -0.9154  +1.0000
   1811    289392   159   +3.097    1207      8     33  -0.1037  -1.0000  -0.8823  +1.0000
   1812    289555   163   +7.092    3626     20     27  +0.0512  -1.0000  +0.8255  +1.0000
   1813    289715   160   +5.237    2603     16     48  -0.0298  -1.0000  -0.0179  +1.0000
   1814    289876   161   +4.743    1698      7     47  -0.0795  -1.0000  -0.6456  +1.0000
   1815    290035   159   +3.341    1523     11     97  -0.1078  -1.0000  -0.8117  +1.0000
   1816    290190   155   +5.096    1557      6     73  -0.1114  -1.0000  -0.9485  +1.0000
   1817    290351   161   +6.491    1675     16     43  -0.0800  -1.0000  -0.5312  +1.0000
   1818    290513   162   +6.240    2013      3     66  -0.0680  -1.0000  -0.5555  +1.0000
   1819    290676   163   +4.766    1519     16     14  -0.0556  -1.0000  -0.3225  +1.0000
   1820    290841   165   +2.903    1123     12     15  -0.1184  -1.0000  -1.0000  +1.0000
   1821    290999   158   +4.496    1519      6     31  -0.0972  -1.0000  -0.8565  +1.0000
   1822    291155   156   +4.080    1868     10     49  -0.0792  -1.0000  -0.5913  +1.0000
   1823    291313   158   +6.434    1222      3    101  -0.1165  -1.0000  -1.0000  +1.0000
   1824    291468   155   +5.734    1715     12     62  -0.0801  -1.0000  -0.5587  +1.0000
   1825    291631   163   +4.757    2103     11     24  -0.0812  -1.0000  -0.6282  +1.0000
   1826    291796   165   +4.863    2250     11     67  -0.0692  -1.0000  -0.4599  +1.0000
   1827    291961   165   +5.396    2259     18     42  -0.0524  -1.0000  -0.2208  +1.0000
   1828    292120   159   +4.926    1852     13     23  -0.0645  -1.0000  -0.4303  +1.0000
   1829    292283   163   +3.893    2364     21     26  -0.0611  -1.0000  -0.2879  +1.0000
   1830    292442   159   +6.406    1591      6     71  -0.0914  -1.0000  -0.7505  +1.0000
   1831    292610   168   +5.591    3030     24     28  -0.0190  -1.0000  +0.1837  +1.0000
   1832    292768   158   +5.691    3737     24     40  +0.0194  -1.0000  +0.5778  +1.0000
   1833    292924   156   +4.852    1206      3     76  -0.1119  -1.0000  -0.9849  +1.0000
   1834    293086   162   +4.609    1323      3     88  -0.1149  -1.0000  -1.0000  +1.0000
   1835    293245   159   +5.616    2014     14     37  -0.0471  -1.0000  -0.2372  +1.0000
   1836    293403   158   +5.159    1454     10     79  -0.1046  -1.0000  -0.8086  +1.0000
   1837    293569   166   +5.815    3349     20     21  +0.0094  -1.0000  +0.3938  +1.0000
   1838    293724   155   +4.494    2551     27     22  -0.0553  -1.0000  -0.1460  +1.0000
   1839    293886   162   +5.620    1676      4     88  -0.1150  -1.0000  -0.9911  +1.0000
   1840    294049   163   +3.852    1370      4     30  -0.0725  -1.0000  -0.6349  +1.0000
   1841    294210   161   +5.669    3006     20     43  +0.0042  -1.0000  +0.3694  +1.0000
   1842    294366   156   +5.041    1909     12     76  -0.1022  -1.0000  -0.7552  +1.0000
   1843    294527   161   +4.354     840      4     42  -0.1108  -1.0000  -1.0000  +1.0000
   1844    294691   164   +5.744    1865     13     21  -0.0477  -1.0000  -0.2737  +1.0000
   1845    294847   156   +4.270    1926     13     38  -0.0782  -1.0000  -0.5515  +1.0000
   1846    295012   165   +5.802    2095     11     21  +0.0015  -1.0000  +0.1887  +1.0000
   1847    295173   161   +4.690    1398      7     58  -0.1170  -1.0000  -1.0000  +1.0000
   1848    295337   164   +4.334    1362      6     34  -0.1118  -1.0000  -1.0000  +1.0000
   1849    295506   169   +4.400    1335      3     53  -0.0992  -1.0000  -0.8869  +1.0000
   1850    295669   163   +6.451    2365      4     40  +0.0342  -1.0000  +0.4480  +1.0000
   1851    295824   155   +3.607    1429     11     48  -0.0955  -1.0000  -0.7407  +1.0000
   1852    295986   162   +5.011    1650     14     24  -0.0651  -1.0000  -0.4295  +1.0000
   1853    296145   159   +5.056    1341      5     38  -0.0926  -1.0000  -0.8151  +1.0000
   1854    296307   162   +5.890    2439     11     23  +0.0205  -1.0000  +0.3887  +1.0000
   1855    296461   154   +4.382    2848     24     34  -0.0240  -1.0000  +0.1414  +1.0000
   1856    296619   158   +7.159    3107     22     41  +0.0241  -1.0000  +0.5910  +1.0000
   1857    296777   158   +3.760     906      7     43  -0.1147  -1.0000  -1.0000  +1.0000
   1858    296939   162   +4.664    1970     12     61  -0.0979  -1.0000  -0.7331  +1.0000
   1859    297100   161   +4.828    1364      4     39  -0.0838  -1.0000  -0.7393  +1.0000
   1860    297258   158   +5.093    1632      8     38  -0.0643  -1.0000  -0.4838  +1.0000
   1861    297411   153   +3.396    1074      8     21  -0.1135  -1.0000  -1.0000  +1.0000
   1862    297564   153   +5.702    2497     17     49  -0.0126  -1.0000  +0.1763  +1.0000
   1863    297721   157   +5.076    1278      3     77  -0.1131  -1.0000  -1.0000  +1.0000
   1864    297878   157   +5.063    2477     22     41  -0.0666  -1.0000  -0.3026  +1.0000
   1865    298035   157   +6.756    3149     16     23  +0.0507  -1.0000  +0.7597  +1.0000
   1866    298193   158   +4.131    1127      4     73  -0.1139  -1.0000  -1.0000  +1.0000
   1867    298358   165   +5.791    3375     23     19  +0.0325  -1.0000  +0.6736  +1.0000
   1868    298522   164   +3.766     689      4     23  -0.1088  -1.0000  -1.0000  +1.0000
   1869    298685   163   +6.018    1568      6     37  -0.0468  -1.0000  -0.3342  +1.0000
   1870    298842   157   +7.024    3210     20     23  +0.0340  -1.0000  +0.6543  +1.0000
   1871    299000   158   +4.776    3217     22     52  +0.0006  -1.0000  +0.3805  +1.0000
   1872    299153   153   +5.040    1404      5     84  -0.1167  -1.0000  -1.0000  +1.0000
   1873    299316   163   +5.426    2864     19     33  -0.0254  -1.0000  +0.0539  +1.0000
   1874    299475   159   +5.417    2368     14     68  -0.0515  -1.0000  -0.2448  +1.0000
   1875    299633   158   +6.071    1763     11     53  -0.1014  -1.0000  -0.7948  +1.0000
   1876    299792   159   +7.153    2182      3     65  -0.0501  -1.0000  -0.3820  +1.0000
   1877    299954   162   +3.852     996      9     13  -0.1138  -1.0000  -1.0000  +1.0000
   1878    300110   156   +4.218    1363      4     68  -0.1139  -1.0000  -1.0000  +1.0000
   1879    300269   159   +4.441    2314     13     62  -0.0360  -1.0000  -0.1037  +1.0000
   1880    300432   163   +4.794    1397      4     19  -0.0749  -1.0000  -0.6708  +1.0000
   1881    300589   157   +3.552    1085      6     21  -0.1107  -1.0000  -0.9988  +1.0000
   1882    300745   156   +4.394    1219      8     53  -0.0993  -1.0000  -0.8168  +1.0000
   1883    300905   160   +5.042    2353     19     16  -0.0194  -1.0000  +0.0869  +1.0000
   1884    301068   163   +4.036    1723     10     15  -0.0888  -1.0000  -0.7275  +1.0000
   1885    301232   164   +4.584    1090      7     66  -0.1183  -1.0000  -1.0000  +1.0000
   1886    301390   158   +5.590    2041     10     30  -0.0076  -1.0000  +0.1026  +1.0000
   1887    301544   154   +6.087    1582      9     80  -0.0979  -1.0000  -0.7594  +1.0000
   1888    301706   162   +6.012    2277      6     49  -0.0048  -1.0000  +0.0870  +1.0000
   1889    301871   165   +5.770    3541     26     25  +0.0291  -1.0000  +0.6856  +1.0000
   1890    302033   162   +4.634    1744      8     69  -0.0527  -1.0000  -0.3312  +1.0000
   1891    302191   158   +6.484    1965      6     48  -0.0079  -1.0000  +0.0643  +1.0000
   1892    302347   156   +4.554     962      4     51  -0.1121  -1.0000  -1.0000  +1.0000
   1893    302512   165   +4.772    1912      7     26  -0.0769  -1.0000  -0.6340  +1.0000
   1894    302673   161   +4.034    2476     25     25  -0.0428  -1.0000  -0.0517  +1.0000
   1895    302833   160   +5.595    3075     23     34  +0.0109  -1.0000  +0.4688  +1.0000
   1896    302990   157   +3.592    1288     12     22  -0.1172  -1.0000  -0.9738  +1.0000
   1897    303149   159   +4.968    1681      3     66  -0.1124  -1.0000  -1.0000  +1.0000
   1898    303318   169   +5.744    1712     12     72  -0.0932  -1.0000  -0.6808  +1.0000
   1899    303476   158   +7.235    3979     17     43  +0.0732  -0.9557  +0.8610  +1.0000
   1900    303632   156   +7.990    2606     16     61  +0.0502  -1.0000  +0.7919  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+5.087  yield=1956 kg/ha  N=12  W=45 mm  R_seas=-0.0620  R_ane=+1.0000

   1901    303793   161   +4.883    1157      5     68  -0.0910  -1.0000  -0.7530  +1.0000
   1902    303956   163   +4.209    1171      8     63  -0.1027  -1.0000  -0.8395  +1.0000
   1903    304112   156   +7.455    2029      7     36  +0.0835  -1.0000  +0.9777  +1.0000
   1904    304265   153   +3.734     571      6     64  -0.1157  -1.0000  -1.0000  +1.0000
   1905    304425   160   +5.090    2370     19     44  -0.0640  -1.0000  -0.3193  +1.0000
   1906    304588   163   +7.055    3174     17     20  +0.0743  -1.0000  +1.0000  +1.0000
   1907    304750   162   +6.925    2823     12     34  +0.0303  -1.0000  +0.5075  +1.0000
