episode,total_steps,fault_type,phase,is_clean,R_yield,R_ane,R_water_eff,ep_len,critic_loss
1195,190856,clean,0,1,0.9443,-0.9277,-0.8791,157,0.000177
1196,191022,clean,0,1,0.677,-0.9306,-1.0,166,0.000429
1197,191187,clean,0,1,0.932,-0.9314,-1.0,165,0.000377
1198,191350,clean,0,1,0.5888,-0.9361,-1.0,163,0.000193
1199,191508,clean,0,1,0.5491,-0.9279,-1.0,158,0.000372
1200,191669,clean,0,1,1.0,-0.9182,-1.0,161,0.000256
1201,191828,clean,0,1,1.0,-0.8868,-1.0,159,0.000246
1202,191992,clean,0,1,-1.0,-1.0,-1.0,164,0.000126
1203,192155,clean,0,1,0.5242,-0.9334,-1.0,163,0.000135
1204,192314,clean,0,1,0.8596,-0.908,-1.0,159,0.000753
1205,192474,clean,0,1,0.9966,-0.8884,-1.0,160,0.000518
1206,192638,clean,0,1,0.9047,-0.9091,-1.0,164,0.000226
1207,192804,clean,0,1,1.0,-0.9278,-1.0,166,0.000111
1208,192966,clean,0,1,1.0,-0.9164,-0.4773,162,0.000456
1209,193119,clean,0,1,1.0,-0.9035,-1.0,153,0.000236
1210,193277,clean,0,1,0.5581,-0.9326,-1.0,158,0.000327
1211,193437,clean,0,1,1.0,-0.9244,-1.0,160,0.000304
1212,193596,clean,0,1,0.3595,-0.9443,0.1865,159,0.000277
1213,193756,clean,0,1,-0.6529,-0.2411,-1.0,160,0.00011
1214,193920,clean,0,1,-0.7917,-1.0,-1.0,164,0.000481
1215,194081,clean,0,1,0.8076,-0.9274,-0.5725,161,0.000672
1216,194241,clean,0,1,1.0,-0.8933,-1.0,160,0.000412
1217,194401,clean,0,1,1.0,-0.8955,-1.0,160,0.000869
1218,194557,clean,0,1,0.8795,-0.9183,-1.0,156,0.000276
1219,194715,clean,0,1,1.0,-0.9065,-1.0,158,0.00046
1220,194877,clean,0,1,0.9837,-0.8475,-1.0,162,0.000702
1221,195038,clean,0,1,0.8991,-0.924,0.2826,161,0.000267
1222,195201,clean,0,1,0.6261,-0.9326,-1.0,163,0.000125
1223,195357,clean,0,1,-0.7184,-1.0,-1.0,156,0.000146
1224,195519,clean,0,1,1.0,-0.5422,-1.0,162,0.000298
1225,195674,clean,0,1,1.0,-0.8957,-1.0,155,0.000572
1226,195841,clean,0,1,0.8027,-0.9257,-1.0,167,0.000552
1227,196002,clean,0,1,0.8373,-0.9059,-1.0,161,0.000346
1228,196166,clean,0,1,0.9893,-0.921,-1.0,164,0.00053
1229,196322,clean,0,1,1.0,-0.9173,-1.0,156,0.000175
1230,196484,clean,0,1,-0.1237,-0.9511,0.2782,162,0.000981
1231,196645,clean,0,1,1.0,-0.933,-1.0,161,0.000468
1232,196805,clean,0,1,1.0,-0.8825,-1.0,160,0.000862
1233,196962,clean,0,1,0.7331,-0.9323,0.3175,157,0.000312
1234,197119,clean,0,1,0.7151,-0.9287,-1.0,157,0.000622
1235,197273,clean,0,1,-0.5821,-0.1151,-1.0,154,0.000382
1236,197432,clean,0,1,1.0,-0.8961,-1.0,159,0.000305
1237,197590,clean,0,1,0.538,-0.9339,-1.0,158,0.000445
1238,197750,clean,0,1,0.9495,-0.6582,-1.0,160,0.000788
1239,197900,clean,0,1,-0.0319,-0.9463,0.367,150,0.000787
1240,198062,clean,0,1,0.9267,-0.9046,-1.0,162,0.000548
1241,198228,clean,0,1,1.0,-0.924,-1.0,166,0.000554
1242,198388,clean,0,1,0.7707,-0.9133,0.3505,160,0.000332
1243,198549,clean,0,1,0.9285,-0.9243,0.3029,161,0.000139
1244,198705,clean,0,1,0.9308,-0.9164,-1.0,156,0.000304
1245,198860,clean,0,1,0.8406,-0.9284,-1.0,155,0.000126
1246,199023,clean,0,1,0.4227,-0.3373,-1.0,163,0.000196
1247,199182,clean,0,1,0.4084,-0.9369,0.0197,159,0.000277
1248,199340,clean,0,1,0.9533,-0.5407,-1.0,158,0.000754
1249,199505,clean,0,1,1.0,-0.9089,-1.0,165,0.000755
1250,199665,clean,0,1,1.0,-0.9171,-0.8839,160,0.000377
1251,199824,clean,0,1,0.4441,-0.9414,0.316,159,0.000224
1252,199982,clean,0,1,0.7096,-0.9123,-1.0,158,0.000108
1253,200142,clean,0,1,1.0,-0.9041,-1.0,160,8.8e-05
1254,200302,clean,0,1,-0.5262,-0.9544,0.3005,160,0.000131
1255,200458,clean,0,1,0.9972,-0.9289,-1.0,156,0.000211
1256,200622,clean,0,1,-0.9102,-1.0,-1.0,164,0.00073
1257,200785,clean,0,1,0.6957,-0.9185,-1.0,163,0.000374
1258,200946,clean,0,1,0.9051,-0.9183,-1.0,161,0.000412
1259,201103,clean,0,1,-0.6939,-1.0,-1.0,157,0.00018
1260,201265,clean,0,1,-0.6207,-0.3018,-1.0,162,0.000524
1261,201425,clean,0,1,0.7535,-0.9372,0.3593,160,0.000304
1262,201589,clean,0,1,0.7905,-0.9348,-0.7717,164,0.000552
1263,201753,clean,0,1,0.6939,-0.9381,-1.0,164,0.000524
1264,201913,clean,0,1,0.6372,-0.9258,-1.0,160,0.000429
1265,202071,clean,0,1,0.9394,-0.9059,-1.0,158,0.000873
1266,202229,clean,0,1,0.9878,-0.8648,-1.0,158,0.000235
1267,202389,clean,0,1,-0.4773,-0.1633,-1.0,160,0.000121
1268,202551,clean,0,1,0.9667,-0.9239,-1.0,162,0.000341
1269,202710,clean,0,1,0.8529,-0.916,-1.0,159,0.000366
1270,202871,clean,0,1,1.0,-0.9005,-1.0,161,0.000458
1271,203030,clean,0,1,0.7135,-0.8794,-1.0,159,0.000374
1272,203191,clean,0,1,0.8876,-0.8106,-1.0,161,0.000253
1273,203346,clean,0,1,0.8465,-0.8698,-1.0,155,0.000506
1274,203506,clean,0,1,-0.2674,-0.0169,-1.0,160,0.000166
1275,203666,clean,0,1,-0.1623,-0.2379,-1.0,160,0.000106
1276,203825,clean,0,1,0.8226,-0.9304,0.1269,159,0.000379
1277,203984,clean,0,1,0.938,-0.9006,-1.0,159,0.000623
1278,204138,clean,0,1,-0.0884,0.0234,-1.0,154,0.000261
1279,204294,clean,0,1,1.0,-0.9072,-1.0,156,0.000299
1280,204449,clean,0,1,0.8273,-0.8435,-1.0,155,0.000269
1281,204613,clean,0,1,0.2814,-0.9434,0.4322,164,0.00037
1282,204774,clean,0,1,0.9436,-0.934,-1.0,161,0.000729
1283,204938,clean,0,1,1.0,-0.5434,-1.0,164,0.000272
1284,205094,clean,0,1,1.0,-0.8581,-1.0,156,0.000258
1285,205255,clean,0,1,0.5098,-0.8521,-1.0,161,0.000373
1286,205414,clean,0,1,0.8125,-0.9311,-1.0,159,0.00025
1287,205571,clean,0,1,-0.0169,-0.9496,-0.0896,157,0.000661
1288,205730,clean,0,1,0.6293,-0.9349,-0.7954,159,0.000189
1289,205882,clean,0,1,0.8031,-0.7965,-1.0,152,0.000212
1290,206036,clean,0,1,0.5804,-0.9033,-1.0,154,0.000162
1291,206191,clean,0,1,1.0,-0.9275,-1.0,155,0.000182
1292,206352,clean,0,1,-0.698,-1.0,-1.0,161,0.000232
1293,206512,clean,0,1,0.972,-0.8827,-1.0,160,0.000124
1294,206670,clean,0,1,0.844,-0.9183,-1.0,158,0.000155
1295,206831,clean,0,1,0.8428,-0.9295,-1.0,161,0.000234
1296,206992,clean,0,1,0.8512,-0.8589,-1.0,161,0.000229
1297,207154,clean,0,1,0.4939,-0.9285,0.065,162,0.000481
1298,207312,clean,0,1,-0.6478,-0.2755,-1.0,158,0.000156
1299,207470,clean,0,1,1.0,-0.9111,-1.0,158,0.001146
1300,207629,clean,0,1,1.0,-0.9168,-1.0,159,0.000363
1301,207789,clean,0,1,1.0,-0.9163,-0.4899,160,0.000122
1302,207949,clean,0,1,0.7606,-0.9199,-1.0,160,0.000501
1303,208112,clean,0,1,-0.2219,-0.9441,0.344,163,0.00021
1304,208270,clean,0,1,-0.2054,-0.9558,0.4506,158,9e-05
1305,208431,clean,0,1,0.9187,-0.9337,-1.0,161,0.000541
1306,208591,clean,0,1,0.4827,-0.9303,-0.4125,160,0.00079
1307,208745,clean,0,1,0.6515,-0.9281,-1.0,154,0.000335
1308,208901,clean,0,1,0.6997,-0.913,-1.0,156,0.000262
1309,209059,clean,0,1,0.7445,-0.9294,-1.0,158,0.000132
1310,209218,clean,0,1,-0.8637,-1.0,-1.0,159,0.000175
1311,209378,clean,0,1,0.4905,-0.9271,-1.0,160,0.000186
1312,209535,clean,0,1,1.0,-0.7248,-1.0,157,0.000372
1313,209694,clean,0,1,0.8481,-0.9191,-0.7499,159,0.000178
1314,209854,clean,0,1,0.5204,-0.935,0.0105,160,0.000243
1315,210005,clean,0,1,0.9916,-0.9182,-1.0,151,0.000128
1316,210162,clean,0,1,0.6675,-0.9205,-0.1354,157,0.00034
1317,210322,clean,0,1,-0.497,-0.1752,-1.0,160,0.000348
1318,210485,clean,0,1,0.9219,-0.9246,-1.0,163,0.000389
1319,210641,clean,0,1,1.0,-0.9185,-1.0,156,0.000217
1320,210803,clean,0,1,-0.3544,-0.9619,0.3659,162,0.000343
1321,210964,clean,0,1,0.8692,-0.9104,-1.0,161,0.000122
1322,211126,clean,0,1,0.5737,-0.8663,-1.0,162,0.000248
1323,211285,clean,0,1,1.0,-0.8607,-1.0,159,0.000214
1324,211453,clean,0,1,1.0,-0.798,-1.0,168,9.8e-05
1325,211614,clean,0,1,0.876,-0.9197,-1.0,161,7.1e-05
1326,211775,clean,0,1,0.6538,-0.9272,-1.0,161,0.000167
1327,211938,clean,0,1,0.2391,-0.9479,0.1744,163,0.000159
1328,212103,clean,0,1,0.5088,-0.9357,-0.3535,165,0.000305
1329,212262,clean,0,1,0.8249,-0.9245,-0.5846,159,0.000224
1330,212422,clean,0,1,0.7835,-0.9312,-1.0,160,0.00014
1331,212587,clean,0,1,1.0,-0.9266,-1.0,165,0.000178
1332,212748,clean,0,1,0.806,-0.8534,-1.0,161,0.000127
1333,212905,clean,0,1,1.0,-0.9111,-0.8058,157,0.000109
1334,213064,clean,0,1,0.9606,-0.7877,-1.0,159,0.00031
1335,213231,clean,0,1,0.988,-0.9227,-1.0,167,0.000334
1336,213396,clean,0,1,0.9865,-0.9151,-0.434,165,0.000768
1337,213552,clean,0,1,0.4731,-0.938,-0.2657,156,0.0006
1338,213716,clean,0,1,1.0,-0.9236,-1.0,164,0.000313
1339,213873,clean,0,1,1.0,-0.9338,-0.8283,157,0.000567
1340,214036,clean,0,1,0.4904,-0.8836,-1.0,163,0.000205
1341,214193,clean,0,1,1.0,-0.9201,-1.0,157,7.6e-05
1342,214352,clean,0,1,0.971,-0.924,-0.9744,159,9.6e-05
1343,214510,clean,0,1,1.0,-0.4208,-1.0,158,0.001462
1344,214676,clean,0,1,0.9913,-0.8903,-1.0,166,0.000297
1345,214843,clean,0,1,1.0,-0.8328,-1.0,167,0.000239
1346,215002,clean,0,1,0.9408,-0.9218,-1.0,159,0.000378
1347,215165,clean,0,1,-0.7405,-1.0,-1.0,163,0.000588
1348,215324,clean,0,1,1.0,-0.9016,-1.0,159,0.000184
1349,215479,clean,0,1,0.8704,-0.9218,-1.0,155,0.000502
1350,215639,clean,0,1,1.0,-0.7516,-1.0,160,0.000232
1351,215802,clean,0,1,1.0,-0.9105,-1.0,163,0.000718
1352,215963,clean,0,1,1.0,-0.8918,-1.0,161,0.001245
1353,216117,clean,0,1,1.0,-0.9027,-1.0,154,0.000245
1354,216278,clean,0,1,1.0,-0.9162,-1.0,161,0.000113
1355,216437,clean,0,1,0.9737,-0.8962,-0.9327,159,0.000429
1356,216595,clean,0,1,1.0,-0.9176,-1.0,158,0.000798
1357,216751,clean,0,1,1.0,-0.9336,-1.0,156,0.000636
1358,216913,clean,0,1,0.7584,-0.9383,-0.2053,162,0.00037
1359,217076,clean,0,1,0.515,-0.9271,-1.0,163,0.000564
1360,217233,clean,0,1,-1.0,-1.0,-1.0,157,0.000206
1361,217389,clean,0,1,1.0,-0.9005,-0.3713,156,0.000137
1362,217547,clean,0,1,1.0,-0.9193,-0.7168,158,0.000142
1363,217703,clean,0,1,1.0,-0.5481,-1.0,156,9.4e-05
1364,217860,clean,0,1,0.7449,-0.8941,-1.0,157,0.000184
1365,218020,clean,0,1,1.0,-0.917,-0.7686,160,0.000191
1366,218176,clean,0,1,0.4503,-0.9331,-1.0,156,0.000237
1367,218337,clean,0,1,0.6911,-0.899,-1.0,161,0.00056
1368,218499,clean,0,1,0.1282,-0.9453,0.3521,162,0.000208
1369,218654,clean,0,1,0.7454,-0.9412,-1.0,155,0.000347
1370,218808,clean,0,1,1.0,-0.9318,-1.0,154,0.000161
1371,218969,clean,0,1,1.0,-0.9138,-1.0,161,9.5e-05
1372,219128,clean,0,1,0.7737,-0.7016,-1.0,159,0.000362
1373,219284,clean,0,1,1.0,-0.902,-1.0,156,0.000205
1374,219449,clean,0,1,0.7485,-0.9291,-1.0,165,0.00018
1375,219601,clean,0,1,0.9124,-0.9279,-1.0,152,9.4e-05
1376,219763,clean,0,1,0.4934,-0.9284,-1.0,162,0.00012
1377,219922,clean,0,1,-0.0541,-0.9506,-0.1578,159,0.000163
1378,220082,clean,0,1,-0.6893,-1.0,-1.0,160,0.000238
1379,220244,clean,0,1,-0.6995,-1.0,-1.0,162,0.00024
1380,220402,clean,0,1,-0.2814,-0.9587,0.3055,158,0.000374
1381,220560,clean,0,1,0.8385,-0.9269,-1.0,158,0.000186
1382,220712,clean,0,1,-0.7856,-1.0,-1.0,152,0.000115
1383,220870,clean,0,1,1.0,-0.6804,-1.0,158,6.4e-05
1384,221031,clean,0,1,1.0,-0.913,-1.0,161,0.000112
1385,221187,clean,0,1,0.9284,-0.91,-1.0,156,0.000205
1386,221352,clean,0,1,1.0,-0.916,-1.0,165,0.000396
1387,221514,clean,0,1,1.0,-0.7929,-1.0,162,0.00043
1388,221681,clean,0,1,1.0,-0.9195,-1.0,167,0.000792
1389,221840,clean,0,1,0.4462,-0.9352,-0.7032,159,0.000222
1390,221998,clean,0,1,0.9946,-0.9255,-1.0,158,0.000287
1391,222157,clean,0,1,1.0,-0.9038,-1.0,159,0.0004
1392,222313,clean,0,1,-0.2203,-0.9497,-0.7884,156,0.000213
1393,222474,clean,0,1,0.9981,-0.9076,-1.0,161,0.000104
1394,222631,clean,0,1,-0.8723,-1.0,-1.0,157,0.000204
1395,222792,clean,0,1,0.7259,-0.9333,-1.0,161,0.000245
1396,222952,clean,0,1,0.6718,-0.9239,-1.0,160,0.000207
1397,223108,clean,0,1,1.0,-0.9124,-1.0,156,0.000271
1398,223264,clean,0,1,0.9421,-0.9259,-1.0,156,0.000351
1399,223422,clean,0,1,0.8591,-0.8942,-1.0,158,0.000178
1400,223581,clean,0,1,0.8046,-0.9213,-1.0,159,0.001443
1401,223740,clean,0,1,0.258,-0.9434,-0.477,159,0.000207
1402,223901,clean,0,1,1.0,-0.9219,-1.0,161,0.000344
1403,224063,clean,0,1,-0.4954,-0.166,-1.0,162,0.000759
1404,224223,clean,0,1,1.0,-0.9313,-1.0,160,0.000452
1405,224381,clean,0,1,0.959,-0.8859,-1.0,158,0.000379
1406,224533,clean,0,1,-0.8156,-1.0,-1.0,152,0.000934
1407,224695,clean,0,1,1.0,-0.9354,-1.0,162,0.0004
1408,224849,clean,0,1,0.7508,-0.8774,-1.0,154,0.000121
1409,225015,clean,0,1,0.7459,-0.9296,-1.0,166,0.00014
1410,225173,clean,0,1,0.7444,-0.9189,-1.0,158,0.000569
1411,225334,clean,0,1,0.6966,-0.9059,-1.0,161,0.000143
1412,225492,clean,0,1,1.0,-0.9107,-1.0,158,0.000284
1413,225650,clean,0,1,0.5927,-0.9118,-1.0,158,0.000644
1414,225812,clean,0,1,1.0,-0.8811,-1.0,162,0.000816
1415,225972,clean,0,1,0.8647,-0.6228,-1.0,160,0.000604
1416,226132,clean,0,1,-0.6056,-0.1699,-1.0,160,0.000311
1417,226296,clean,0,1,0.7791,-0.7512,-1.0,164,0.000148
1418,226456,clean,0,1,0.9476,-0.9198,-1.0,160,0.000237
1419,226612,clean,0,1,1.0,-0.9057,-0.9405,156,0.000112
1420,226772,clean,0,1,0.8336,-0.9282,-1.0,160,0.000247
1421,226927,clean,0,1,1.0,-0.9098,-0.7436,155,0.000161
1422,227082,clean,0,1,0.934,-0.923,-1.0,155,0.00022
1423,227244,clean,0,1,1.0,-0.9276,-1.0,162,0.000238
1424,227406,clean,0,1,1.0,-0.9303,-1.0,162,0.000713
1425,227562,clean,0,1,0.9086,-0.9194,-1.0,156,0.000702
1426,227718,clean,0,1,-0.429,-0.9663,0.1057,156,0.000291
1427,227883,clean,0,1,1.0,-0.921,-1.0,165,0.000141
1428,228033,clean,0,1,0.5949,-0.8946,-1.0,150,0.000966
1429,228191,clean,0,1,0.8877,-0.9281,-1.0,158,0.000758
1430,228354,clean,0,1,0.913,-0.9211,-0.7753,163,0.000203
1431,228510,clean,0,1,-0.3687,-0.0629,-1.0,156,0.000336
1432,228671,clean,0,1,-0.7399,-1.0,-1.0,161,0.000726
1433,228829,clean,0,1,1.0,-0.8861,-1.0,158,0.000375
1434,228990,clean,0,1,0.5095,-0.9398,-1.0,161,0.000223
1435,229155,clean,0,1,0.971,-0.9145,-1.0,165,0.000723
1436,229315,clean,0,1,0.8788,-0.8665,-1.0,160,0.000268
1437,229476,clean,0,1,0.9202,-0.9237,-0.2012,161,0.000114
1438,229636,clean,0,1,1.0,-0.8602,-1.0,160,0.000272
1439,229792,clean,0,1,0.8208,-0.9312,-1.0,156,0.00024
1440,229948,clean,0,1,0.9523,-0.9264,-1.0,156,0.00025
1441,230110,clean,0,1,1.0,-0.9156,-1.0,162,0.000259
1442,230272,clean,0,1,0.7966,-0.9024,-1.0,162,0.000195
1443,230430,clean,0,1,0.9743,-0.9145,-0.9641,158,0.000238
1444,230595,clean,0,1,-0.9078,-1.0,-1.0,165,0.000352
1445,230754,clean,0,1,0.6791,-0.855,-1.0,159,0.000233
1446,230920,clean,0,1,0.805,-0.9159,-1.0,166,0.00029
1447,231085,clean,0,1,0.8872,-0.9314,-1.0,165,0.000295
1448,231250,clean,0,1,1.0,-0.9138,-1.0,165,0.000132
1449,231408,clean,0,1,0.553,-0.9026,-1.0,158,0.000226
1450,231570,clean,0,1,1.0,-0.9269,-1.0,162,0.001368
1451,231736,clean,0,1,1.0,-0.9162,-0.562,166,0.000334
1452,231892,clean,0,1,1.0,-0.9095,-0.4185,156,0.000697
1453,232049,clean,0,1,0.6079,-0.9216,-1.0,157,0.000188
1454,232207,clean,0,1,0.2538,-0.9444,-1.0,158,0.000224
1455,232366,clean,0,1,0.7087,-0.9353,0.3664,159,0.000179
1456,232521,clean,0,1,1.0,-0.8967,-1.0,155,0.000164
1457,232684,clean,0,1,0.8257,-0.9328,-0.5749,163,0.000113
1458,232843,clean,0,1,1.0,-0.9291,-1.0,159,0.000126
1459,233005,clean,0,1,1.0,-0.9214,-0.4938,162,9.2e-05
1460,233162,clean,0,1,1.0,-0.896,-1.0,157,0.000252
1461,233323,clean,0,1,0.25,-0.9465,-1.0,161,0.000703
1462,233488,clean,0,1,0.7766,-0.9208,-0.9125,165,0.000326
1463,233654,clean,0,1,0.1347,-0.9009,-1.0,166,0.000182
1464,233811,clean,0,1,1.0,-0.8603,-0.9032,157,0.000228
1465,233962,clean,0,1,0.462,-0.7171,-1.0,151,0.000161
1466,234119,clean,0,1,1.0,-0.8288,-1.0,157,8.3e-05
1467,234273,clean,0,1,0.8282,-0.9114,-1.0,154,0.000135
1468,234430,clean,0,1,1.0,-0.9188,-1.0,157,0.000308
1469,234584,clean,0,1,-0.5417,-0.961,0.4579,154,0.000252
1470,234751,clean,0,1,0.7365,-0.9375,-1.0,167,0.000168
1471,234913,clean,0,1,1.0,-0.7944,-1.0,162,0.000145
1472,235071,clean,0,1,0.7045,-0.9089,-0.4056,158,0.000255
1473,235236,clean,0,1,1.0,-0.9268,-1.0,165,0.000493
1474,235400,clean,0,1,0.4859,-0.935,-1.0,164,0.00064
1475,235557,clean,0,1,0.7778,-0.9315,-1.0,157,0.000211
1476,235720,clean,0,1,0.6935,-0.909,-0.5479,163,0.000104
1477,235882,clean,0,1,-0.7609,-1.0,-1.0,162,0.000148
1478,236050,clean,0,1,0.7212,-0.8012,-1.0,168,0.000994
1479,236207,clean,0,1,1.0,-0.9163,-1.0,157,0.000202
1480,236364,clean,0,1,-0.2814,-0.083,-1.0,157,0.000113
1481,236533,clean,0,1,0.9188,-0.9085,-1.0,169,0.000791
1482,236691,clean,0,1,1.0,-0.9209,-1.0,158,0.001282
1483,236858,clean,0,1,1.0,-0.9118,-1.0,167,0.000278
1484,237018,clean,0,1,1.0,-0.9199,-1.0,160,0.000244
1485,237177,clean,0,1,0.8824,-0.5359,-1.0,159,0.000129
1486,237334,clean,0,1,1.0,-0.9208,-1.0,157,0.000178
1487,237497,clean,0,1,0.8849,-0.8655,-1.0,163,0.000327
1488,237657,clean,0,1,0.7047,-0.9263,-1.0,160,0.000258
1489,237821,clean,0,1,0.8995,-0.6516,-1.0,164,0.000237
1490,237983,clean,0,1,1.0,-0.8595,-1.0,162,0.000392
1491,238142,clean,0,1,1.0,-0.9025,-1.0,159,0.00011
1492,238304,clean,0,1,0.9702,-0.909,-1.0,162,0.000208
1493,238464,clean,0,1,-1.0,-1.0,-1.0,160,0.000252
1494,238622,clean,0,1,1.0,-0.9257,-1.0,158,0.000153
1495,238781,clean,0,1,0.7433,-0.9428,-1.0,159,0.000264
1496,238934,clean,0,1,1.0,-0.9134,-1.0,153,0.00011
1497,239096,clean,0,1,0.9813,-0.4896,-1.0,162,0.001087
1498,239262,clean,0,1,1.0,-0.9301,-0.4503,166,0.000423
1499,239418,clean,0,1,-0.3642,-0.9581,0.1551,156,0.000156
1500,239580,clean,0,1,1.0,-0.9169,-1.0,162,0.000153
1501,239730,clean,0,1,0.1976,-0.9422,0.399,150,0.000161
1502,239888,clean,0,1,0.8271,-0.9151,-0.9005,158,0.000483
1503,240048,clean,0,1,0.9263,-0.8656,-1.0,160,0.000187
1504,240211,clean,0,1,1.0,-0.9235,-1.0,163,0.000436
1505,240374,clean,0,1,0.6229,-0.9437,-1.0,163,0.000733
1506,240536,clean,0,1,-0.7449,-1.0,-1.0,162,0.000405
1507,240694,clean,0,1,0.521,-0.9199,-1.0,158,0.000268
1508,240849,clean,0,1,-0.1173,-0.951,0.3718,155,0.000216
1509,241012,clean,0,1,0.9052,-0.9202,-1.0,163,0.00012
1510,241174,clean,0,1,0.9214,-0.9201,-0.4879,162,0.000142
1511,241336,clean,0,1,1.0,-0.9228,-1.0,162,0.000126
1512,241494,clean,0,1,1.0,-0.7142,-1.0,158,0.000102
1513,241652,clean,0,1,1.0,-0.8228,-1.0,158,0.000261
1514,241814,clean,0,1,0.761,-0.9382,-1.0,162,0.000234
1515,241972,clean,0,1,1.0,-0.9147,-1.0,158,0.000224
1516,242132,clean,0,1,1.0,-0.9178,-1.0,160,0.000138
1517,242292,clean,0,1,0.9058,-0.926,-1.0,160,0.000165
1518,242454,clean,0,1,0.2798,-0.9422,-1.0,162,0.000777
1519,242606,clean,0,1,0.6951,-0.9345,-1.0,152,0.000256
1520,242770,clean,0,1,0.9381,-0.9179,-1.0,164,0.000671
1521,242929,clean,0,1,0.5862,-0.8789,-1.0,159,0.000279
1522,243081,clean,0,1,1.0,-0.9085,-1.0,152,0.000307
1523,243239,clean,0,1,0.6456,-0.9328,-1.0,158,0.000205
1524,243399,clean,0,1,0.6687,-0.8988,-1.0,160,0.000427
1525,243561,clean,0,1,0.9369,-0.9254,-1.0,162,0.000165
1526,243718,clean,0,1,0.8011,-0.9156,-0.826,157,0.000226
1527,243874,clean,0,1,1.0,-0.8886,-1.0,156,0.000128
1528,244030,clean,0,1,1.0,-0.9184,-1.0,156,0.000142
1529,244182,clean,0,1,0.9794,-0.9048,-0.4308,152,0.000157
1530,244341,clean,0,1,1.0,-0.7291,-1.0,159,0.001193
1531,244507,clean,0,1,0.7377,-0.9417,-1.0,166,0.000428
1532,244668,clean,0,1,1.0,-0.9135,-1.0,161,0.000156
1533,244832,clean,0,1,0.9165,-0.9336,-0.5617,164,0.000239
1534,244995,clean,0,1,0.7309,-0.9194,-1.0,163,0.000496
1535,245150,clean,0,1,0.8837,-0.8951,-1.0,155,0.000161
1536,245315,clean,0,1,0.8355,-0.9087,-1.0,165,0.000178
1537,245471,clean,0,1,0.9151,-0.9065,-0.9912,156,0.000569
1538,245627,clean,0,1,0.0047,-0.9504,0.2876,156,0.000398
1539,245793,clean,0,1,0.7687,-0.6136,-1.0,166,0.000112
1540,245954,clean,0,1,0.9797,-0.934,-1.0,161,0.000227
1541,246120,clean,0,1,-0.0126,-0.9396,-0.7721,166,0.000486
1542,246280,clean,0,1,0.5702,-0.9386,-1.0,160,0.000507
1543,246443,clean,0,1,0.7863,-0.9349,-1.0,163,0.000237
1544,246603,clean,0,1,1.0,-0.9232,-1.0,160,0.000211
1545,246764,clean,0,1,1.0,-0.9051,-1.0,161,9.1e-05
1546,246927,clean,0,1,-0.4001,-0.9644,0.3772,163,0.000159
1547,247089,clean,0,1,0.7983,-0.9181,-0.4289,162,0.000159
1548,247245,clean,0,1,0.5924,-0.8221,-1.0,156,0.000526
1549,247400,clean,0,1,1.0,-0.9119,-1.0,155,0.000399
1550,247553,clean,0,1,1.0,-0.9196,-0.8912,153,0.000408
1551,247710,clean,0,1,1.0,-0.9126,-0.6506,157,0.00017
1552,247873,clean,0,1,0.8047,-0.9298,-1.0,163,0.000158
1553,248030,clean,0,1,0.9831,-0.926,-0.6249,157,0.000116
1554,248191,clean,0,1,0.8228,-0.9193,-1.0,161,0.00013
1555,248345,clean,0,1,1.0,-0.9065,-1.0,154,0.000558
1556,248501,clean,0,1,0.0138,-0.9383,0.3771,156,0.00084
1557,248659,clean,0,1,-0.2012,0.0018,-1.0,158,0.000275
1558,248821,clean,0,1,-0.6696,-0.1552,-1.0,162,0.000125
1559,248976,clean,0,1,0.5442,-0.9047,-1.0,155,0.000145
1560,249144,clean,0,1,1.0,-0.9117,-1.0,168,0.00016
1561,249296,clean,0,1,1.0,-0.9111,-1.0,152,0.000267
1562,249455,clean,0,1,0.6018,-0.9038,-1.0,159,0.000393
1563,249619,clean,0,1,0.8865,-0.9155,-1.0,164,0.001196
1564,249780,clean,0,1,1.0,-0.8735,-1.0,161,0.000772
1565,249937,clean,0,1,0.9596,-0.9076,-1.0,157,0.000431
1566,250098,clean,0,1,0.3635,-0.9292,-0.138,161,0.000304
1567,250260,clean,0,1,0.8215,-0.8772,-1.0,162,0.000714
1568,250425,clean,0,1,-0.5602,-0.9677,0.292,165,0.000232
1569,250587,clean,0,1,0.9126,-0.9197,-0.5595,162,0.000301
1570,250753,clean,0,1,0.8485,-0.9205,-1.0,166,0.000212
1571,250912,clean,0,1,1.0,-0.7533,-1.0,159,0.000184
1572,251067,clean,0,1,1.0,-0.8999,-1.0,155,9.2e-05
1573,251228,clean,0,1,1.0,-0.9314,-1.0,161,6.3e-05
1574,251389,clean,0,1,0.8008,-0.9299,-0.1091,161,8.1e-05
1575,251548,clean,0,1,0.7393,-0.913,-0.6377,159,8e-05
1576,251710,clean,0,1,1.0,-0.7584,-1.0,162,0.00014
1577,251863,clean,0,1,0.6494,-0.9158,-0.9973,153,0.000741
1578,252021,clean,0,1,0.3061,-0.936,0.0236,158,0.000434
1579,252183,clean,0,1,0.9951,-0.9087,-0.8874,162,0.00023
1580,252345,clean,0,1,0.7727,-0.9313,-1.0,162,0.000784
1581,252510,clean,0,1,1.0,-0.9129,-1.0,165,0.000306
1582,252669,clean,0,1,0.7087,-0.8645,-1.0,159,0.000185
1583,252826,clean,0,1,0.7143,-0.9464,-1.0,157,0.001463
