episode,timestep,ep_length,cum_reward,w_yield,w_water,w_fert,R_yield,R_water,R_fert,yield_kg_ha,total_N_kg_ha,total_W_mm
242,43008,164,17.993395,0.6865,0.182,0.1316,2.567259,-0.696716,-9.904689,4017.4,400.5,119.3
243,43008,156,-8.893434,0.0783,0.7618,0.1599,0.543945,-0.64758,-5.82786,1323.4,230.7,107.8
244,43008,166,21.861866,0.5289,0.4168,0.0543,4.260575,-0.707051,-9.810955,5368.0,398.2,121.4
245,43008,160,4.010271,0.3724,0.452,0.1757,2.228795,-0.645033,-8.830749,3049.3,354.2,109.0
246,43008,164,21.477647,0.4908,0.1971,0.3121,6.332985,-0.805821,-9.344521,7171.7,368.8,137.8
247,43008,157,33.250594,0.7672,0.0952,0.1376,4.348587,-0.74867,-9.231207,5668.8,378.7,126.3
248,43008,163,34.804982,0.8126,0.1433,0.0441,4.333618,-0.792077,-9.3597,5529.3,377.6,137.2
249,43008,161,1.12616,0.1319,0.863,0.0051,4.704123,-0.811492,-6.324061,6692.8,269.7,139.1
250,43008,155,9.438115,0.7082,0.0642,0.2276,1.287354,-0.725745,-9.51568,2193.7,379.5,125.1
251,43008,161,-3.032629,0.2911,0.2984,0.4105,1.251483,-0.688738,-8.436056,2136.5,338.3,117.3
252,43008,161,-3.372348,0.2212,0.0416,0.7371,2.588298,-0.611487,-8.431421,4055.0,343.6,102.3
253,43008,159,-3.353456,0.345,0.506,0.149,0.428737,-0.771523,-8.312094,1041.5,330.1,130.6
254,45056,161,-10.618274,0.0628,0.0905,0.8467,4.402206,-0.45495,-8.258159,5702.9,340.4,71.0
255,45056,158,-10.39353,0.0002,0.8935,0.1063,2.248471,-0.521251,-7.781454,3092.0,311.7,84.3
256,45056,156,-2.388536,0.271,0.2864,0.4426,2.409388,-0.540767,-9.435787,3629.8,379.5,88.2
257,45056,167,21.482986,0.4369,0.3777,0.1854,6.541659,-0.858632,-9.657941,7922.6,399.1,151.2
258,45056,164,23.131394,0.7803,0.0448,0.1749,2.506092,-1.061049,-9.196127,3799.6,373.9,188.9
259,45056,159,-5.438236,0.1058,0.465,0.4292,4.319647,-0.907355,-9.099854,5499.0,367.3,92.2
260,45056,156,-15.851767,0.0912,0.0185,0.8904,1.262305,-0.399674,-8.127403,2024.9,325.0,59.9
261,45056,152,4.092653,0.2895,0.682,0.0285,4.402139,-0.745862,-8.215742,5760.3,338.5,128.6
262,45056,160,0.442888,0.4369,0.4248,0.1383,0.497586,-0.754689,-9.438976,1388.1,379.4,130.9
263,45056,167,-5.288945,0.4412,0.3578,0.201,0.494105,-0.705332,-9.786192,1123.8,391.0,121.1
264,45056,153,-6.856782,0.0719,0.7331,0.195,1.526307,-0.5484,-7.453247,2804.9,303.4,87.0
265,45056,153,8.371998,0.7368,0.2094,0.0539,0.417873,-0.933721,-9.332975,1125.3,373.7,166.7
266,47104,160,27.085908,0.6577,0.1986,0.1437,4.367216,-1.031491,-8.898978,5646.4,366.7,186.0
267,47104,160,25.447332,0.4329,0.2135,0.3535,9.33866,-0.838134,-9.689176,10713.6,405.8,145.6
268,47104,167,0.024076,0.2896,0.4696,0.2408,2.508724,-0.707889,-9.579097,3784.1,387.8,119.8
269,47104,159,3.682861,0.2522,0.3491,0.3987,4.482045,-0.792619,-9.054508,6081.5,372.9,138.1
270,47104,160,-6.199082,0.2287,0.2833,0.488,2.260869,-0.597793,-9.677361,3027.0,387.5,98.9
271,47104,161,-5.187131,0.3405,0.3759,0.2836,0.419193,-0.719379,-9.477458,1101.5,377.0,123.9
272,47104,162,-0.088067,0.2848,0.3214,0.3938,2.73126,-0.754194,-9.372588,4550.6,383.4,130.6
273,47104,166,-4.388439,0.2367,0.4659,0.2974,1.270574,-0.819636,-10.110757,2209.7,404.3,143.9
274,47104,160,-0.094423,0.1511,0.8484,0.0005,4.403657,-0.699003,-7.809007,5714.0,324.1,118.1
275,47104,158,7.083255,0.563,0.357,0.08,1.211084,-0.844801,-9.558868,2037.0,381.0,146.5
276,47104,165,8.355206,0.5246,0.1929,0.2825,2.2866,-0.865292,-10.269853,3248.9,411.9,153.1
277,47104,151,0.481572,0.5616,0.0767,0.3617,1.066381,-0.798594,-9.866258,1502.7,391.8,139.7
278,49152,164,52.417736,0.8874,0.002,0.1106,6.609727,-1.151971,-7.967264,8073.5,337.8,208.5
279,49152,162,-0.236893,0.2837,0.2097,0.5066,2.569616,-0.923732,-10.089614,4089.5,408.7,164.7
280,49152,162,30.0923,0.5381,0.4079,0.0541,6.531384,-1.082744,-8.925674,7878.5,371.2,196.5
281,49152,156,-4.830339,0.1118,0.4553,0.4329,2.880282,-0.924572,-8.821271,4991.7,364.9,162.6
282,49152,160,-8.622597,0.3032,0.1836,0.5131,0.385527,-0.973697,-10.098408,990.8,403.4,172.8
283,49152,154,-5.875275,0.0555,0.8156,0.1288,1.414536,-0.758294,-8.871502,2694.5,355.4,131.7
284,49152,159,-7.53779,0.3202,0.2906,0.3892,1.119595,-0.893128,-9.648283,1626.1,385.7,158.6
285,49152,161,-2.015815,0.3655,0.5748,0.0597,0.507885,-0.848504,-9.053225,1292.5,361.1,149.1
286,49152,160,-0.399541,0.3698,0.0656,0.5646,2.497835,-0.938834,-10.41057,3845.5,422.0,167.8
287,49152,154,5.288464,0.3563,0.3763,0.2675,2.534502,-0.907093,-9.478391,4022.1,382.5,160.1
288,49152,164,-2.936161,0.1522,0.724,0.1238,2.82484,-0.999735,-8.561739,4761.6,340.9,178.9
289,49152,161,-9.683299,0.2451,0.4331,0.3218,0.427783,-0.907716,-9.95641,1052.6,395.4,157.8
290,51200,157,4.779915,0.583,0.1401,0.2769,1.278485,-0.983259,-9.911976,2201.5,398.7,176.7
291,51200,164,-8.403325,0.2925,0.4561,0.2514,0.454069,-0.967785,-10.253767,1215.6,409.7,173.6
292,51200,159,-5.892133,0.2297,0.2781,0.4922,2.291268,-0.859654,-9.255496,3084.4,368.8,151.9
293,51200,167,12.734276,0.5388,0.0373,0.4239,2.792649,-0.975953,-11.058981,4803.0,448.5,175.2
294,51200,165,30.823611,0.6486,0.2734,0.078,4.617189,-1.14058,-9.126109,6490.0,376.6,208.1
295,51200,161,1.438882,0.4635,0.3174,0.2191,1.043065,-0.866399,-10.15505,1505.9,405.8,153.3
296,51200,162,23.76815,0.4828,0.4156,0.1015,6.581944,-1.082902,-9.119099,8058.4,373.3,192.8
297,51200,155,17.811089,0.4949,0.4412,0.0639,4.36999,-1.061057,-9.271063,5614.2,371.2,191.0
298,51200,159,-9.292401,0.2311,0.2264,0.5425,1.192201,-0.811039,-9.033442,1831.1,364.2,142.2
299,51200,161,-10.607938,0.0008,0.7148,0.2844,4.471621,-0.80833,-8.68154,5997.3,356.5,135.3
300,51200,161,-6.141733,0.2033,0.2047,0.5919,2.552278,-0.772291,-9.696755,4013.5,394.3,134.5
301,51200,160,3.90403,0.4056,0.0113,0.5831,2.618947,-0.877651,-9.628724,4200.5,389.3,155.5
302,53248,162,-9.523704,0.2118,0.3451,0.4431,0.362963,-0.959442,-8.988121,930.4,360.7,170.3
303,53248,160,-4.605073,0.0239,0.1196,0.8565,9.137599,-0.695232,-7.601506,9833.5,325.5,117.9
304,53248,167,2.944092,0.4289,0.2248,0.3463,2.433226,-0.940659,-10.745005,3609.2,434.0,168.1
305,53248,154,-13.457449,0.0794,0.2941,0.6265,0.411354,-0.815923,-8.077216,987.0,320.3,140.4
306,53248,159,7.805586,0.3532,0.2345,0.4123,4.539958,-0.893924,-9.279854,6251.5,378.4,158.8
307,53248,165,4.813558,0.4082,0.4213,0.1704,2.261791,-0.943111,-9.605184,3110.7,384.4,167.4
308,53248,157,-1.360867,0.3753,0.1272,0.4975,1.584209,-0.843543,-9.176266,2979.9,371.8,147.9
309,53248,159,17.450883,0.6021,0.2197,0.1783,2.61005,-1.022668,-10.016075,4226.6,406.2,183.2
310,53248,156,-5.497127,0.1764,0.7801,0.0435,1.298568,-0.887863,-8.968156,2254.8,358.8,153.8
311,53248,161,-6.24407,0.1855,0.5324,0.2821,1.299346,-0.909231,-9.386324,2298.1,373.9,161.8
312,53248,163,-11.5088,0.0901,0.0527,0.8572,2.758252,-0.742155,-8.549247,4711.9,347.6,128.4
313,53248,160,11.111555,0.5674,0.2972,0.1354,2.247947,-0.984774,-10.251911,3032.9,413.3,177.0
314,55296,161,-10.28289,0.1729,0.3809,0.4461,2.468823,-0.95912,-9.053856,3805.0,367.8,171.8
315,55296,163,17.725366,0.5226,0.0198,0.4575,4.667994,-1.225204,-10.242069,6538.4,421.4,219.3
316,55296,162,-9.504416,0.0445,0.9431,0.0124,1.406796,-0.728137,-7.87344,2647.2,317.6,125.6
317,55296,162,2.366774,0.2636,0.7068,0.0297,2.475376,-0.834442,-8.738524,3775.4,354.0,146.9
318,55296,156,-5.385595,0.1909,0.1677,0.6413,2.679602,-0.861849,-8.485108,4351.3,344.5,152.4
319,55296,165,1.215351,0.3304,0.5656,0.104,1.252462,-0.873377,-10.378332,2167.4,413.9,154.7
320,55296,159,-10.570204,0.013,0.9406,0.0464,1.367581,-0.769227,-7.478083,2508.9,301.0,132.6
321,55296,158,2.61588,0.4334,0.1629,0.4037,2.368782,-0.961489,-9.735864,3350.6,393.3,171.9
322,55296,167,-19.185366,0.0264,0.0212,0.9523,2.730132,-0.868315,-8.354898,4520.6,342.3,153.7
323,55296,161,-14.304979,0.1169,0.0858,0.7973,0.43451,-0.9669,-8.637343,1136.5,343.2,173.4
324,55296,160,6.428791,0.317,0.3494,0.3336,4.328363,-1.06775,-9.636795,5591.3,393.9,193.1
325,55296,161,-11.280664,0.1583,0.5028,0.3389,0.400527,-0.843848,-8.700428,1017.9,345.3,148.8
326,57344,164,4.150456,0.1665,0.8098,0.0237,6.63144,-0.720972,-7.738378,8120.6,327.2,123.7
327,57344,162,-4.762774,0.1507,0.2111,0.6382,4.266394,-0.815705,-8.399116,5256.2,347.5,141.6
328,57344,155,-0.580759,0.4702,0.381,0.1488,0.527832,-1.110461,-10.327341,1397.8,410.8,202.1
329,57344,160,33.790503,0.8604,0.1059,0.0338,2.812412,-1.907676,-9.235969,4742.4,376.4,357.6
330,57344,166,41.423233,0.8008,0.1781,0.0212,4.585804,-1.884672,-9.850244,6576.4,404.2,356.9
331,57344,161,37.256344,0.8372,0.0731,0.0897,4.286201,-1.968885,-9.388693,5347.1,383.9,373.1
332,57344,164,27.564994,0.5711,0.3509,0.078,4.745425,-1.298712,-10.882236,6895.6,427.6,239.7
333,57344,158,18.109167,0.6057,0.2953,0.0991,2.419232,-1.291235,-10.515733,3694.2,421.9,237.9
334,57344,164,-8.953606,0.0213,0.4438,0.5349,4.263855,-0.742928,-8.014141,5467.3,330.3,128.6
335,57344,166,9.125114,0.5645,0.2539,0.1817,1.38634,-1.328462,-11.732343,2553.8,462.9,240.3
336,57344,156,-4.736723,0.3564,0.2414,0.4021,0.54252,-0.983301,-9.980861,1491.4,384.9,176.7
337,57344,163,12.561909,0.3871,0.392,0.2209,4.653828,-1.081569,-9.917931,6626.1,407.7,193.6
338,59392,167,-3.814092,0.2288,0.5357,0.2355,1.503992,-0.917134,-8.964529,2860.1,359.3,163.4
339,59392,167,16.826614,0.4217,0.0079,0.5704,6.78273,-1.147231,-10.770326,8877.2,446.6,209.4
340,59392,161,-9.448635,0.0913,0.418,0.4907,1.50171,-0.805018,-8.256208,2800.9,333.8,141.0
341,59392,152,-11.079777,0.0552,0.0922,0.8526,2.405289,-0.615451,-7.329124,3436.0,301.3,102.9
342,59392,160,2.967093,0.2462,0.3795,0.3743,4.585326,-0.909672,-9.260963,6307.2,380.8,161.9
343,59392,161,-10.29789,0.0141,0.8285,0.1574,4.235848,-0.720304,-7.329008,5148.1,299.4,118.7
344,59392,160,-12.407988,0.0151,0.4267,0.5583,1.443443,-0.612692,-7.677645,2747.9,305.9,102.5
345,59392,159,52.971014,0.8616,0.037,0.1014,6.359679,-1.999676,-8.909338,7291.2,365.5,378.0
346,59392,160,22.25474,0.441,0.5292,0.0299,6.627072,-1.273013,-10.37253,8160.5,419.0,231.8
347,59392,160,6.07404,0.563,0.3217,0.1153,1.219205,-1.167397,-10.411984,2018.2,415.6,213.5
348,59392,156,13.49758,0.329,0.2711,0.4,6.547071,-0.893175,-9.928136,8105.2,407.9,158.6
349,59392,157,-10.899795,0.0415,0.0554,0.9031,2.640865,-0.571497,-7.809954,4264.4,317.9,94.3
350,61440,160,2.060307,0.3378,0.2541,0.4081,4.267487,-1.000932,-9.739421,5257.7,398.7,180.2
351,61440,162,0.737594,0.3362,0.217,0.4468,2.579245,-0.972718,-9.737008,4012.8,395.2,174.5
352,61440,160,-3.517069,0.2586,0.727,0.0144,0.53322,-0.716901,-9.796347,1403.3,388.3,123.4
353,61440,154,-12.863384,0.2113,0.222,0.5667,1.129626,-0.899386,-9.150976,1626.0,357.3,159.9
354,61440,159,-14.880296,0.0034,0.8298,0.1669,0.5653,-0.527426,-8.659899,1448.9,347.2,85.5
355,61440,165,44.387703,0.7198,0.1804,0.0999,6.842788,-1.709991,-10.157217,8892.6,421.8,318.1
356,61440,148,-10.763871,0.0919,0.2465,0.6616,2.533304,-0.74276,-8.084028,3872.3,329.0,128.6
357,61440,160,-8.129278,0.2197,0.0938,0.6865,2.305377,-0.879914,-9.702086,3237.7,394.9,156.0
358,61440,158,-6.013013,0.1217,0.5323,0.346,2.72105,-0.763841,-9.235723,4673.9,372.9,132.8
359,61440,154,-7.85867,0.1594,0.7331,0.1075,2.381389,-0.580676,-8.86809,3293.6,338.0,96.0
360,61440,165,13.104375,0.4693,0.2716,0.2591,4.198514,-1.187972,-11.090833,5156.4,449.5,217.6
361,61440,157,26.727503,0.6086,0.357,0.0344,4.53047,-1.539614,-10.075184,6161.7,411.2,285.0
362,63488,160,20.211449,0.4485,0.4965,0.0551,6.499084,-1.103794,-10.254559,7636.9,423.4,197.1
363,63488,154,4.308046,0.2686,0.513,0.2184,4.311489,-0.783155,-8.720283,5456.2,357.7,135.7
364,63488,158,35.927472,0.892,0.0533,0.0547,2.710321,-2.122885,-9.26096,4455.0,376.7,397.7
365,63488,159,1.854933,0.2795,0.6296,0.0909,2.591716,-0.760918,-8.960293,4105.3,351.0,132.2
366,63488,163,3.77751,0.6532,0.1193,0.2275,0.568445,-1.491749,-11.462177,1483.1,454.8,275.9
367,63488,161,-5.024361,0.1199,0.2046,0.6755,4.673035,-0.715957,-8.679085,6834.6,356.2,123.2
368,63488,157,17.907457,0.6667,0.0581,0.2751,2.424753,-1.582916,-11.566386,3660.2,461.5,293.7
369,63488,162,-5.73835,0.2486,0.1455,0.6059,2.358882,-1.098324,-9.011402,3367.3,359.8,149.6
370,63488,170,21.609108,0.4717,0.4834,0.045,4.722161,-1.200916,-10.731751,6933.9,433.1,220.2
371,63488,159,6.234386,0.5419,0.286,0.1721,1.442532,-1.217661,-11.027466,2781.2,440.0,223.5
372,63488,161,1.777398,0.3419,0.4611,0.197,2.310871,-0.904659,-9.99728,3353.2,403.5,160.5
373,63488,165,-1.226362,0.1624,0.7859,0.0516,4.231263,-0.647519,-8.60087,5229.7,342.2,109.5
374,65536,161,6.055879,0.3069,0.5088,0.1843,4.373281,-1.089715,-9.992897,5757.3,410.5,197.9
375,65536,158,-9.292063,0.0017,0.8719,0.1264,2.600615,-0.695131,-8.212167,4155.9,334.0,119.0
376,65536,160,-7.597693,0.1417,0.1607,0.6977,4.317684,-0.839688,-8.675114,5398.6,356.1,147.9
377,65536,163,-10.904742,0.0754,0.4311,0.4934,4.1854,-0.846811,-8.472082,5006.6,348.0,149.4
378,65536,157,-3.053588,0.5316,0.2297,0.2387,0.344068,-1.174423,-11.101865,813.6,442.0,214.9
379,65536,156,7.363528,0.3636,0.6316,0.0048,2.803731,-1.197453,-9.384652,4721.0,383.0,219.5
380,65536,154,2.860615,0.5781,0.0114,0.4105,1.151189,-1.167851,-10.554396,1852.5,420.8,213.6
381,65536,159,28.50394,0.6291,0.0677,0.3033,4.531489,-1.367235,-11.005913,6320.8,449.2,253.2
382,65536,164,14.209449,0.5765,0.0981,0.3254,2.435933,-1.323709,-11.455998,3783.9,460.7,244.7
383,65536,160,-6.671727,0.1713,0.0621,0.7667,2.869557,-0.811981,-9.318751,4962.5,382.0,142.4
384,65536,153,4.589573,0.3013,0.4111,0.2876,4.232374,-1.003052,-9.437855,5239.3,384.3,180.6
385,65536,161,-3.558727,0.3339,0.6601,0.0059,0.3626,-1.175033,-10.099527,920.3,400.1,215.0
386,67584,155,-2.565757,0.2092,0.5981,0.1927,2.856,-0.982284,-10.068506,4929.4,412.4,176.5
387,67584,167,4.24263,0.2305,0.288,0.4816,6.441628,-1.116797,-9.237696,7510.2,384.0,203.4
388,67584,157,4.925782,0.4764,0.3956,0.128,1.482439,-1.113184,-10.864346,2891.6,434.7,202.6
389,67584,160,1.059079,0.1753,0.095,0.7297,6.457032,-1.01404,-9.146104,7881.3,373.9,182.8
390,67584,155,-7.462921,0.2899,0.0046,0.7055,1.163103,-1.175491,-9.206118,1803.5,366.5,215.1
391,67584,163,6.200023,0.4699,0.4722,0.058,2.400187,-1.257963,-10.627835,3479.6,427.2,231.6
392,67584,158,7.578212,0.5145,0.357,0.1285,2.221024,-1.162737,-11.244006,3035.2,450.7,212.5
393,67584,164,16.401823,0.3643,0.5795,0.0562,6.415059,-1.072649,-10.365417,7492.0,427.8,194.5
394,67584,160,-0.787715,0.1528,0.114,0.7332,6.459616,-1.090015,-8.990596,7679.9,373.2,198.0
395,67584,161,-12.629929,0.1453,0.4071,0.4477,1.343316,-0.968338,-9.581086,2422.8,383.8,173.7
396,67584,167,36.547644,0.7154,0.2807,0.0039,4.587052,-1.571292,-10.173773,6469.1,413.6,289.6
397,67584,159,-8.367848,0.0352,0.8672,0.0976,1.472682,-0.806075,-9.879427,2883.2,393.5,141.2
398,69632,161,0.760189,0.1643,0.6509,0.1849,6.377151,-0.966822,-9.305813,7264.4,386.8,173.4
399,69632,162,2.72032,0.2495,0.2696,0.4809,4.679825,-1.209597,-10.55377,6930.4,427.4,221.9
400,69632,164,-16.975305,0.0575,0.0542,0.8883,2.248264,-1.158808,-9.183743,3124.6,368.8,211.8
401,69632,162,-12.334089,0.0872,0.0753,0.8375,2.492219,-1.208586,-9.085236,3831.3,368.6,221.7
402,69632,165,18.359912,0.5962,0.339,0.0648,2.764488,-1.372892,-10.673016,4626.2,429.4,254.6
403,69632,157,51.673717,0.8555,0.0295,0.115,6.267442,-1.740814,-8.21617,7050.8,339.8,326.8
404,69632,160,3.51342,0.5816,0.1705,0.2479,1.227112,-1.375358,-10.486615,2003.2,423.5,255.1
405,69632,156,-0.738931,0.4115,0.5503,0.0383,1.189095,-1.057945,-10.251439,1957.0,411.2,191.6
406,69632,155,0.059078,0.3949,0.2339,0.3712,1.132815,-1.055622,-11.003558,1814.7,440.7,191.1
407,69632,161,-2.816782,0.2477,0.117,0.6353,4.201158,-1.242337,-10.29871,5135.7,397.0,226.2
408,69632,155,-2.008844,0.5658,0.1579,0.2764,0.415933,-1.333624,-10.708167,1032.9,425.6,245.5
409,69632,160,-12.367401,0.0453,0.618,0.3367,1.440523,-0.99128,-8.832356,2514.8,356.9,178.3
410,71680,158,-5.686729,0.2,0.1918,0.6082,2.79343,-1.274122,-10.057511,4787.7,361.9,234.8
411,71680,161,-4.516943,0.0647,0.8875,0.0478,2.746432,-0.755535,-9.07849,4648.1,372.2,130.6
412,71680,166,2.498299,0.2615,0.4696,0.2689,4.4252,-1.205339,-9.747493,5908.4,401.2,221.1
413,71680,161,33.421461,0.652,0.2175,0.1305,4.68036,-1.310319,-10.706257,6810.9,422.8,242.1
414,71680,154,1.231939,0.1806,0.262,0.5574,4.63178,-1.084635,-9.36807,6608.0,383.7,196.9
415,71680,158,-8.272738,0.1264,0.1806,0.6929,2.533317,-1.19324,-9.037787,4060.1,363.9,218.6
416,71680,165,-7.50225,0.2252,0.3707,0.4041,2.544084,-1.108055,-9.997674,3981.4,403.3,201.6
417,71680,156,-8.597365,0.1097,0.2269,0.6634,2.29469,-1.086446,-8.997641,3264.1,360.5,197.3
418,71680,156,2.506293,0.3068,0.3374,0.3558,2.805582,-1.159196,-9.852204,4793.0,401.7,211.8
419,71680,159,12.111635,0.4221,0.3636,0.2143,4.150886,-1.278595,-10.530674,5001.5,427.9,234.8
420,71680,159,-4.677852,0.0261,0.915,0.0589,6.761158,-0.897477,-9.215605,8642.2,381.4,159.5
421,71680,161,-13.054756,0.1145,0.2981,0.5873,0.386611,-1.065816,-9.137201,1004.9,363.5,193.2
422,73728,152,29.560921,0.5177,0.3192,0.163,8.871898,-1.38607,-9.865924,9139.6,411.6,257.2
423,73728,160,-3.977439,0.4257,0.2957,0.2786,0.40139,-1.176691,-10.245853,1006.1,406.6,215.3
424,73728,164,-6.622057,0.065,0.1285,0.8065,6.627521,-1.085978,-8.005929,8200.3,334.0,197.2
425,73728,158,-3.59851,0.0766,0.7481,0.1754,6.313287,-0.997425,-8.540059,7106.6,351.0,179.5
426,73728,161,-2.704353,0.2323,0.0325,0.7352,2.69511,-1.195907,-8.870674,4475.1,360.0,219.2
427,73728,159,-4.515043,0.0312,0.0391,0.9297,8.893832,-0.896618,-8.018719,9214.1,340.3,159.3
428,73728,160,-7.125125,0.0961,0.7488,0.1551,2.465557,-1.145075,-9.128118,3800.0,366.4,209.0
429,73728,160,57.243711,0.9312,0.0046,0.0643,6.370119,-1.992158,-8.05003,7361.2,333.8,378.4
430,73728,158,12.363252,0.3665,0.3175,0.316,4.545701,-1.30444,-10.285316,6345.8,419.3,240.9
431,73728,159,-9.206028,0.0031,0.6343,0.3626,4.777259,-1.113404,-8.281466,6994.1,346.2,202.7
432,73728,165,8.571736,0.205,0.7811,0.0138,6.761884,-1.137645,-9.442513,8735.9,392.8,207.5
433,73728,154,-4.65287,0.1644,0.0203,0.8152,2.725063,-1.072805,-7.668002,4552.7,315.6,194.6
434,75776,164,-16.578872,0.0198,0.2772,0.7031,1.386719,-1.191616,-8.643107,2353.6,349.2,218.3
435,75776,157,-17.441041,0.0406,0.1953,0.7642,0.359418,-1.119223,-7.843788,898.9,312.8,203.8
436,75776,157,7.961947,0.4207,0.3022,0.2771,2.735049,-1.197329,-10.278343,4646.9,415.3,219.5
437,75776,160,6.013043,0.5386,0.2291,0.2323,1.492291,-1.412398,-10.512296,2927.3,421.4,262.5
438,75776,156,-7.250356,0.1632,0.2446,0.5921,1.269929,-1.262932,-8.815928,2191.0,350.2,232.6
439,75776,158,-11.781229,0.0616,0.5437,0.3947,1.388608,-1.104093,-9.260195,2605.0,370.6,200.8
440,75776,162,-5.801813,0.2555,0.7337,0.0107,0.340885,-1.078949,-9.824382,847.3,390.4,195.8
441,75776,153,11.658095,0.5501,0.2204,0.2295,2.449015,-1.35232,-10.316781,3784.2,414.5,250.5
442,75776,161,-8.126661,0.1219,0.7138,0.1644,2.586213,-1.088863,-9.536824,4280.1,381.8,197.8
443,75776,158,-1.078161,0.2666,0.065,0.6685,4.400067,-1.183774,-8.673959,5742.2,350.4,216.8
444,75776,162,-7.605485,0.0448,0.8808,0.0745,4.214399,-1.025286,-9.122678,5247.8,374.6,185.1
445,75776,156,36.601448,0.7165,0.0859,0.1975,4.574835,-1.81112,-9.576129,6417.5,391.8,342.2
446,77824,153,-9.797613,0.0974,0.8534,0.0493,0.530378,-0.956722,-8.768581,1427.9,348.9,171.3
447,77824,162,-6.131537,0.2053,0.4586,0.3361,2.29162,-1.178257,-9.360931,3142.2,376.5,215.7
448,77824,163,-4.546901,0.3003,0.0915,0.6081,1.490176,-1.277233,-9.778462,2945.4,388.8,235.4
449,77824,161,-7.880752,0.3767,0.0863,0.5371,1.337424,-1.339673,-9.387701,2251.1,378.4,247.9
450,77824,159,-8.576755,0.163,0.5372,0.2998,1.519718,-1.22169,-9.207221,2785.6,372.2,224.3
451,77824,156,-4.639896,0.1538,0.2853,0.5609,2.448921,-1.103724,-8.546712,3763.6,343.7,200.7
452,77824,160,-13.331773,0.1074,0.041,0.8515,1.169287,-1.213637,-7.720803,1772.2,302.2,222.7
453,77824,165,-5.685854,0.149,0.7379,0.1131,2.775273,-1.057485,-9.406683,4709.8,382.9,191.5
454,77824,159,-5.436979,0.1409,0.6085,0.2507,4.274507,-1.177499,-8.453485,5311.3,349.6,215.5
455,77824,157,6.075212,0.4625,0.1748,0.3627,2.490511,-1.384148,-9.875737,3741.9,399.0,256.8
456,77824,165,-3.606391,0.0622,0.7578,0.18,6.714865,-0.955721,-9.149401,8528.4,381.5,170.8
457,77824,156,-6.283371,0.0825,0.913,0.0045,1.562833,-0.941443,-8.316046,2948.5,334.4,168.3
458,79872,160,43.758337,0.7668,0.0346,0.1986,6.25814,-1.639135,-10.003468,7112.9,407.2,307.8
459,79872,157,5.554291,0.2814,0.4663,0.2522,4.466266,-1.164985,-9.593116,5993.0,392.4,213.0
460,79872,157,-1.365396,0.1966,0.8001,0.0033,2.754275,-1.006367,-8.944883,4632.9,366.6,181.3
461,79872,163,3.824785,0.2569,0.1132,0.63,4.579185,-1.340322,-8.295301,6364.8,346.7,248.1
462,79872,153,-1.72287,0.4573,0.5296,0.0131,0.319854,-1.195092,-9.798492,718.7,376.4,219.0
463,79872,159,-10.034456,0.0474,0.4809,0.4717,2.59229,-1.226673,-7.804406,4177.5,317.4,225.3
464,79872,168,10.848097,0.2695,0.3007,0.4298,6.744913,-1.356537,-9.469956,8758.8,394.7,251.3
465,79872,159,-10.078187,0.0321,0.5594,0.4084,2.741044,-1.106997,-8.550599,4601.0,351.1,201.4
466,79872,162,-7.956929,0.2054,0.2898,0.5048,1.512158,-1.291923,-8.603561,2768.6,347.4,234.4
467,79872,170,13.393083,0.3677,0.5848,0.0474,4.530953,-1.238398,-10.331767,6278.4,424.2,227.7
468,79872,160,11.428034,0.3168,0.5534,0.1298,4.65251,-1.086146,-9.368804,6648.2,384.0,196.8
469,79872,158,10.085011,0.5213,0.2192,0.2595,2.220073,-1.352,-10.58926,3046.1,423.3,250.4
470,81920,163,-7.441133,0.0935,0.2934,0.6131,2.752689,-1.263421,-8.1305,4642.2,330.4,232.7
471,81920,160,19.094739,0.6841,0.152,0.1639,2.441397,-1.616612,-10.318967,3710.9,413.6,300.8
472,81920,165,-5.158587,0.3211,0.3985,0.2804,1.126929,-1.334263,-10.444563,1780.1,416.3,246.9
473,81920,170,-13.720463,0.0949,0.2516,0.6535,2.505241,-1.472941,-8.30831,3700.6,336.3,274.6
474,81920,162,-12.499766,0.1212,0.2257,0.653,0.369824,-1.276628,-8.11237,921.4,321.8,235.3
475,81920,156,-3.186803,0.1197,0.1926,0.6877,6.74963,-1.390573,-8.211921,8545.3,338.6,258.1
476,81920,159,25.297763,0.4647,0.5304,0.005,6.491437,-1.24342,-10.001493,7738.8,411.2,228.7
477,81920,161,-4.9278,0.1859,0.4213,0.3928,2.428855,-1.285505,-9.291976,3647.4,374.7,237.1
478,81920,155,-2.049708,0.5206,0.1577,0.3218,0.476421,-1.223278,-10.474279,1256.0,387.4,224.7
479,81920,156,29.901517,0.9236,0.0548,0.0216,2.356998,-1.414115,-8.027002,3477.0,323.8,260.4
480,81920,163,-6.629706,0.0637,0.8309,0.1054,6.550511,-1.026739,-9.235608,7910.8,376.1,183.7
481,81920,163,-12.678354,0.0406,0.0987,0.8607,2.531125,-1.20265,-7.171194,3876.0,295.5,220.5
482,83968,159,32.653669,0.7348,0.0423,0.2229,4.481207,-1.456981,-8.728595,5983.6,344.8,271.4
483,83968,166,1.278464,0.3429,0.6075,0.0496,2.431946,-1.16247,-9.945837,3586.3,403.2,211.8
484,83968,163,2.05727,0.478,0.4331,0.0889,0.463677,-1.397418,-10.400461,1248.6,413.7,259.5
